2023-12-02 18:34:07.065 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.5.Final
2023-12-02 18:34:09.094 [main] INFO  com.alibaba.nacos.common.remote.client - [RpcClientFactory] create a new rpc client of c0fab932-5199-4178-a74f-b092de36bef9_config-0
2023-12-02 18:34:09.153 [main] INFO  org.reflections.Reflections - Reflections took 40 ms to scan 1 urls, producing 3 keys and 6 values 
2023-12-02 18:34:09.187 [main] INFO  org.reflections.Reflections - Reflections took 18 ms to scan 1 urls, producing 4 keys and 9 values 
2023-12-02 18:34:09.201 [main] INFO  org.reflections.Reflections - Reflections took 12 ms to scan 1 urls, producing 3 keys and 10 values 
2023-12-02 18:34:09.397 [main] INFO  org.reflections.Reflections - Reflections took 193 ms to scan 162 urls, producing 0 keys and 0 values 
2023-12-02 18:34:09.412 [main] INFO  org.reflections.Reflections - Reflections took 14 ms to scan 1 urls, producing 1 keys and 5 values 
2023-12-02 18:34:09.428 [main] INFO  org.reflections.Reflections - Reflections took 13 ms to scan 1 urls, producing 1 keys and 7 values 
2023-12-02 18:34:09.445 [main] INFO  org.reflections.Reflections - Reflections took 14 ms to scan 1 urls, producing 2 keys and 8 values 
2023-12-02 18:34:09.594 [main] INFO  org.reflections.Reflections - Reflections took 147 ms to scan 162 urls, producing 0 keys and 0 values 
2023-12-02 18:34:09.595 [main] INFO  com.alibaba.nacos.common.remote.client - [c0fab932-5199-4178-a74f-b092de36bef9_config-0] RpcClient init label, labels = {module=config, Vipserver-Tag=null, source=sdk, Amory-Tag=null, Location-Tag=null, taskId=0, AppName=unknown}
2023-12-02 18:34:09.596 [main] INFO  com.alibaba.nacos.common.remote.client - [c0fab932-5199-4178-a74f-b092de36bef9_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$334/749981943
2023-12-02 18:34:09.596 [main] INFO  com.alibaba.nacos.common.remote.client - [c0fab932-5199-4178-a74f-b092de36bef9_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$335/1313960293
2023-12-02 18:34:09.598 [main] INFO  com.alibaba.nacos.common.remote.client - [c0fab932-5199-4178-a74f-b092de36bef9_config-0] Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
2023-12-02 18:34:09.599 [main] INFO  com.alibaba.nacos.common.remote.client - [c0fab932-5199-4178-a74f-b092de36bef9_config-0] RpcClient init, ServerListFactory = com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
2023-12-02 18:34:09.608 [main] INFO  com.alibaba.nacos.common.remote.client - [c0fab932-5199-4178-a74f-b092de36bef9_config-0] Try to connect to server on start up, server: {serverIp = 'localhost', server main port = 8848}
2023-12-02 18:34:13.500 [main] INFO  com.alibaba.nacos.common.remote.client - [c0fab932-5199-4178-a74f-b092de36bef9_config-0] Success to connect to server [localhost:8848] on start up, connectionId = 1701513253277_127.0.0.1_1362
2023-12-02 18:34:13.500 [com.alibaba.nacos.client.remote.worker] INFO  com.alibaba.nacos.common.remote.client - [c0fab932-5199-4178-a74f-b092de36bef9_config-0] Notify connected event to listeners.
2023-12-02 18:34:13.501 [main] INFO  com.alibaba.nacos.common.remote.client - [c0fab932-5199-4178-a74f-b092de36bef9_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2023-12-02 18:34:13.501 [main] INFO  com.alibaba.nacos.common.remote.client - [c0fab932-5199-4178-a74f-b092de36bef9_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$343/1164699452
2023-12-02 18:34:13.565 [main] WARN  com.alibaba.cloud.nacos.client.NacosPropertySourceBuilder - Ignore the empty nacos configuration and get it based on dataId[anynote-manage] & group[DEFAULT_GROUP]
2023-12-02 18:34:13.571 [main] WARN  com.alibaba.cloud.nacos.client.NacosPropertySourceBuilder - Ignore the empty nacos configuration and get it based on dataId[anynote-manage.yml] & group[DEFAULT_GROUP]
2023-12-02 18:34:13.595 [main] INFO  org.springframework.cloud.bootstrap.config.PropertySourceBootstrapConfiguration - Located property source: [BootstrapPropertySource {name='bootstrapProperties-anynote-manage-dev.yml,DEFAULT_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-anynote-manage.yml,DEFAULT_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-anynote-manage,DEFAULT_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-application-dev.yml,DEFAULT_GROUP'}]
2023-12-02 18:34:13.605 [main] INFO  com.anynote.manage.AnyNoteManageApplication - The following 1 profile is active: "dev"
2023-12-02 18:34:14.649 [main] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2023-12-02 18:34:14.652 [main] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2023-12-02 18:34:14.696 [main] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 26 ms. Found 0 Redis repository interfaces.
2023-12-02 18:34:14.889 [main] INFO  org.springframework.cloud.context.scope.GenericScope - BeanFactory id=27d92657-5f25-3e2b-b002-907fd14ad806
2023-12-02 18:34:15.433 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 18092 (http)
2023-12-02 18:34:15.446 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-18092"]
2023-12-02 18:34:15.447 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2023-12-02 18:34:15.447 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.70]
2023-12-02 18:34:15.708 [main] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2023-12-02 18:34:15.709 [main] INFO  org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 2068 ms
