2023-10-26 17:09:45.614 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.5.Final
2023-10-26 17:09:46.825 [main] INFO  com.alibaba.nacos.common.remote.client - [RpcClientFactory] create a new rpc client of d6f3be73-4d92-4f49-aa30-634dc5056871_config-0
2023-10-26 17:09:46.907 [main] INFO  org.reflections.Reflections - Reflections took 62 ms to scan 1 urls, producing 3 keys and 6 values 
2023-10-26 17:09:46.955 [main] INFO  org.reflections.Reflections - Reflections took 30 ms to scan 1 urls, producing 4 keys and 9 values 
2023-10-26 17:09:47.001 [main] INFO  org.reflections.Reflections - Reflections took 41 ms to scan 1 urls, producing 3 keys and 10 values 
2023-10-26 17:09:47.255 [main] INFO  org.reflections.Reflections - Reflections took 251 ms to scan 231 urls, producing 0 keys and 0 values 
2023-10-26 17:09:47.273 [main] INFO  org.reflections.Reflections - Reflections took 14 ms to scan 1 urls, producing 1 keys and 5 values 
2023-10-26 17:09:47.294 [main] INFO  org.reflections.Reflections - Reflections took 18 ms to scan 1 urls, producing 1 keys and 7 values 
2023-10-26 17:09:47.313 [main] INFO  org.reflections.Reflections - Reflections took 13 ms to scan 1 urls, producing 2 keys and 8 values 
2023-10-26 17:09:47.460 [main] INFO  org.reflections.Reflections - Reflections took 144 ms to scan 231 urls, producing 0 keys and 0 values 
2023-10-26 17:09:47.465 [main] INFO  com.alibaba.nacos.common.remote.client - [d6f3be73-4d92-4f49-aa30-634dc5056871_config-0] RpcClient init label, labels = {module=config, Vipserver-Tag=null, source=sdk, Amory-Tag=null, Location-Tag=null, taskId=0, AppName=unknown}
2023-10-26 17:09:47.470 [main] INFO  com.alibaba.nacos.common.remote.client - [d6f3be73-4d92-4f49-aa30-634dc5056871_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$333/1541046463
2023-10-26 17:09:47.471 [main] INFO  com.alibaba.nacos.common.remote.client - [d6f3be73-4d92-4f49-aa30-634dc5056871_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$334/1910896157
2023-10-26 17:09:47.471 [main] INFO  com.alibaba.nacos.common.remote.client - [d6f3be73-4d92-4f49-aa30-634dc5056871_config-0] Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
2023-10-26 17:09:47.471 [main] INFO  com.alibaba.nacos.common.remote.client - [d6f3be73-4d92-4f49-aa30-634dc5056871_config-0] RpcClient init, ServerListFactory = com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
2023-10-26 17:09:47.479 [main] INFO  com.alibaba.nacos.common.remote.client - [d6f3be73-4d92-4f49-aa30-634dc5056871_config-0] Try to connect to server on start up, server: {serverIp = 'localhost', server main port = 8848}
2023-10-26 17:09:48.320 [main] INFO  com.alibaba.nacos.common.remote.client - [d6f3be73-4d92-4f49-aa30-634dc5056871_config-0] Success to connect to server [localhost:8848] on start up, connectionId = 1698311387893_127.0.0.1_53879
2023-10-26 17:09:48.326 [com.alibaba.nacos.client.remote.worker] INFO  com.alibaba.nacos.common.remote.client - [d6f3be73-4d92-4f49-aa30-634dc5056871_config-0] Notify connected event to listeners.
2023-10-26 17:09:48.328 [main] INFO  com.alibaba.nacos.common.remote.client - [d6f3be73-4d92-4f49-aa30-634dc5056871_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2023-10-26 17:09:48.338 [main] INFO  com.alibaba.nacos.common.remote.client - [d6f3be73-4d92-4f49-aa30-634dc5056871_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$343/1503614751
2023-10-26 17:09:48.440 [main] WARN  com.alibaba.cloud.nacos.client.NacosPropertySourceBuilder - Ignore the empty nacos configuration and get it based on dataId[anynote-note] & group[DEFAULT_GROUP]
2023-10-26 17:09:48.473 [main] WARN  com.alibaba.cloud.nacos.client.NacosPropertySourceBuilder - Ignore the empty nacos configuration and get it based on dataId[anynote-note.yml] & group[DEFAULT_GROUP]
2023-10-26 17:09:48.514 [main] INFO  org.springframework.cloud.bootstrap.config.PropertySourceBootstrapConfiguration - Located property source: [BootstrapPropertySource {name='bootstrapProperties-anynote-note-dev.yml,DEFAULT_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-anynote-note.yml,DEFAULT_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-anynote-note,DEFAULT_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-application-dev.yml,DEFAULT_GROUP'}]
2023-10-26 17:09:48.540 [main] INFO  com.anynote.note.AnyNoteNoteApplication - The following 1 profile is active: "dev"
2023-10-26 17:09:50.707 [main] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2023-10-26 17:09:50.711 [main] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2023-10-26 17:09:50.774 [main] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 44 ms. Found 0 Redis repository interfaces.
2023-10-26 17:09:51.623 [main] INFO  org.springframework.cloud.context.scope.GenericScope - BeanFactory id=f22e0677-64d1-32d2-8ed6-1d23b6023c0a
2023-10-26 17:09:52.877 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 18091 (http)
2023-10-26 17:09:52.885 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-18091"]
2023-10-26 17:09:52.885 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2023-10-26 17:09:52.885 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.70]
2023-10-26 17:09:53.052 [main] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2023-10-26 17:09:53.052 [main] INFO  org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 4451 ms
2023-10-26 17:09:54.014 [main] WARN  com.baomidou.mybatisplus.core.injector.DefaultSqlInjector - class com.anynote.note.api.model.po.NoteTaskSubmissionRecord ,Not found @TableId annotation, Cannot use Mybatis-Plus 'xxById' Method.
2023-10-26 17:09:54.205 [main] WARN  com.baomidou.mybatisplus.core.injector.DefaultSqlInjector - class com.anynote.note.api.model.po.UserNoteTask ,Not found @TableId annotation, Cannot use Mybatis-Plus 'xxById' Method.
2023-10-26 17:09:55.882 [main] WARN  com.baomidou.mybatisplus.core.injector.DefaultSqlInjector - class com.anynote.note.api.model.po.UserKnowledgeBase ,Not found @TableId annotation, Cannot use Mybatis-Plus 'xxById' Method.
2023-10-26 17:09:56.142 [main] INFO  org.springframework.cloud.openfeign.FeignClientFactoryBean - For 'anynote-system' URL not provided. Will try picking an instance via load-balancing.
2023-10-26 17:09:56.204 [main] INFO  org.springframework.cloud.openfeign.FeignClientFactoryBean - For 'anynote-file' URL not provided. Will try picking an instance via load-balancing.
2023-10-26 17:09:58.475 [main] WARN  org.springframework.cloud.loadbalancer.config.LoadBalancerCacheAutoConfiguration$LoadBalancerCaffeineWarnLogger - Spring Cloud LoadBalancer is currently working with the default cache. While this cache implementation is useful for development and tests, it's recommended to use Caffeine cache in production.You can switch to using Caffeine cache, by adding it and org.springframework.cache.caffeine.CaffeineCacheManager to the classpath.
2023-10-26 17:09:58.715 [main] INFO  org.apache.rocketmq.spring.support.DefaultRocketMQListenerContainer - running container: DefaultRocketMQListenerContainer{consumerGroup='note_task_group', namespace='', nameServer='localhost:9876', topic='note_task_topic', consumeMode=CONCURRENTLY, selectorType=TAG, selectorExpression='*', messageModel=CLUSTERING', tlsEnable=false}
2023-10-26 17:09:58.716 [main] INFO  org.apache.rocketmq.spring.autoconfigure.ListenerContainerConfiguration - Register the listener to container, listenerBeanName:noteTaskMessageListener, containerBeanName:org.apache.rocketmq.spring.support.DefaultRocketMQListenerContainer_1
2023-10-26 17:09:58.777 [main] INFO  org.apache.rocketmq.spring.support.DefaultRocketMQListenerContainer - running container: DefaultRocketMQListenerContainer{consumerGroup='note_group', namespace='', nameServer='localhost:9876', topic='note_topic', consumeMode=CONCURRENTLY, selectorType=TAG, selectorExpression='*', messageModel=CLUSTERING', tlsEnable=false}
2023-10-26 17:09:58.778 [main] INFO  org.apache.rocketmq.spring.autoconfigure.ListenerContainerConfiguration - Register the listener to container, listenerBeanName:noteMessageListener, containerBeanName:org.apache.rocketmq.spring.support.DefaultRocketMQListenerContainer_2
2023-10-26 17:09:58.911 [main] INFO  com.alibaba.nacos.common.remote.client - [RpcClientFactory] create a new rpc client of 6c5e0ef9-773e-4291-9230-d2d231663aa4
2023-10-26 17:09:58.911 [main] INFO  com.alibaba.nacos.common.remote.client - [6c5e0ef9-773e-4291-9230-d2d231663aa4] RpcClient init label, labels = {module=naming, source=sdk}
2023-10-26 17:09:58.914 [main] INFO  com.alibaba.nacos.common.remote.client - [6c5e0ef9-773e-4291-9230-d2d231663aa4] RpcClient init, ServerListFactory = com.alibaba.nacos.client.naming.core.ServerListManager
